客户名称,方案名称,不同价格,价格名称,价格变化,在保情况
宁波市众一人力资源有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 5000",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"5000, 7500",1-4类,有变化,当前在保
宁波启鼎人力资源管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6750",1-4类,有变化,不在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"5000, 7500",1-4类,有变化,当前在保
河南省达旺人力资源服务有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 6000",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"5000, 7500",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,"5000, 7500",1-4类,有变化,当前在保
泰州海晟人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6750",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"6500, 9750",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"6500, 9750",1-4类,有变化,当前在保
太仓华尔斯人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4200, 6300",1-4类,有变化,当前在保
四川百民信人力资源管理有限公司,易久保-雇主责任险-方案五-80万6%,"9000, 10800",5类,有变化,当前在保
四川百民信人力资源管理有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 5400",1-4类,有变化,当前在保
四川百民信人力资源管理有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 5400",1-4类,有变化,当前在保
宁波锦纳企业管理有限公司,易久保-雇主责任险-方案四-60万10%,0 3500 4500,1-4类,有变化,不在保
宁波锦纳企业管理有限公司,易久保-雇主责任险-方案四-60万10%,"10000, 10500",5类,有变化,不在保
浙江同富人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 3000",1-4类,有变化,当前在保
浙江同富人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 3000",1-4类,有变化,当前在保
浙江同富人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 3000",1-4类,有变化,当前在保
宁波陇工汇人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 6800",1-4类,有变化,不在保
河北宏诺帮人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 5000",1-4类,有变化,当前在保
河北宏诺帮人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 5000",1-4类,有变化,当前在保
沪科愿景（上海）人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 5500",1-4类,有变化,当前在保
沪科愿景（上海）人力资源有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 5500",1-4类,有变化,当前在保
沪科愿景（上海）人力资源有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 5500",1-4类,有变化,当前在保
沪科愿景（上海）人力资源有限公司,易久保-雇主责任险-方案二-30万10%,"4500, 5500",1-4类,有变化,当前在保
四川百民信人力资源管理有限公司,易久保-雇主责任险-方案五-80万6%,"9000, 10800",5类,有变化,当前在保
上海万仁人力资源管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5400",1-4类,有变化,不在保
宁波速派人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5000",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"6500, 9750",1-4类,有变化,当前在保
太仓华尔斯人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 6300",1-4类,有变化,当前在保
太仓华尔斯人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 6300",1-4类,有变化,当前在保
太仓华尔斯人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,"4200, 6300",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,"6500, 9750",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"6500, 9750",1-4类,有变化,当前在保
宁波获冉人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"6500, 9750",1-4类,有变化,当前在保
宁波衡星供应链管理有限公司,易久保-雇主责任险-方案四-60万10%,"3500, 4500, 7000",1-4类,有变化,不在保
浙江亿民供应链管理有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 5500, 5850",1-4类,有变化,当前在保
宁波速派人力资源有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 5000",1-4类,有变化,当前在保
宁波速派人力资源有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 5000",1-4类,有变化,当前在保
宁波速派人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5000",1-4类,有变化,当前在保
浙江亿民供应链管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500, 5850",1-4类,有变化,当前在保
浙江亿民供应链管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500, 5850",1-4类,有变化,当前在保
浙江亿民供应链管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500, 5850",1-4类,有变化,当前在保
嘉兴嘉扬企业服务外包有限公司,易久保-雇主责任险-方案五-80万6%,0 9000 11700,5类,有变化,当前在保
嘉兴嘉扬企业服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,0 9000 11700,5类,有变化,当前在保
嘉兴嘉扬企业服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,0 9000 11700,5类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"1800, 1980",1-4类,有变化,当前在保
启东蓝沃人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 5040, 5880",1-4类,有变化,当前在保
启东蓝沃人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 5040, 5880",1-4类,有变化,当前在保
启东蓝沃人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 5040, 5880",1-4类,有变化,当前在保
启东蓝沃人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 5000, 5040, 5880",1-4类,有变化,当前在保
启东蓝沃人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,"4200, 5000, 5040, 5880",1-4类,有变化,当前在保
安徽华烽企业管理有限公司,易久保-雇主责任险-方案四-60万10%,"3500, 4000",1-4类,有变化,不在保
吉安微笑人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,"1500, 1800",1-4类,有变化,当前在保
吉安微笑人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,"1500, 1800",1-4类,有变化,当前在保
吉安微笑人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,"1500, 1800",1-4类,有变化,当前在保
安徽华烽企业管理有限公司,易久保-雇主责任险-方案四-60万10%,"10000, 11500",5类,有变化,不在保
合肥易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 4950",1-4类,有变化,当前在保
合肥易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 4950",1-4类,有变化,当前在保
淮安企之尚企业管理有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 5500",1-4类,有变化,当前在保
淮安企之尚企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案五-80万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"1800, 1980",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"1800, 1980",1-4类,有变化,当前在保
淮安企之尚企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
江西聚朋人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5800",1-4类,有变化,当前在保
江西聚朋人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5800",1-4类,有变化,当前在保
合肥博众人力资源有限责任公司,易康项目-雇主责任险-方案三-100万10%取消交通限额,"6800, 7400, 10200",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%,"6500, 7150",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"6500, 7150",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"6500, 7150",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案三-100万10%,"6500, 7150",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案三-100万10%,"6500, 7150",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"6500, 7150",1-4类,有变化,当前在保
南通新奇特人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5850",1-4类,有变化,当前在保
南通新奇特人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5850",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"6500, 7150",1-4类,有变化,当前在保
安徽柏宜人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6075",1-4类,有变化,当前在保
安徽柏宜人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6075",1-4类,有变化,当前在保
安徽汇霖供应链管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 7000",1-4类,有变化,不在保
安徽深缘企业管理服务有限公司,易康项目-雇主责任险-方案一-80万10%,"5500, 6800",1-4类,有变化,不在保
南京锦庭序章企业管理有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 3000",1-4类,有变化,当前在保
南京锦庭序章企业管理有限公司,易久保-雇主责任险-方案三-60万6%,"2500, 3000",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4700, 5170, 5700, 6270",1-4类,有变化,当前在保
温州立仁企业服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5400",1-4类,有变化,当前在保
温州立仁企业服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5400",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%,"4700, 5170, 5700, 6270",1-4类,有变化,当前在保
合肥博众人力资源有限责任公司,易康项目-雇主责任险-方案一-80万10%,"6800, 7400, 10200",1-4类,有变化,当前在保
合肥博众人力资源有限责任公司,易康项目-雇主责任险-方案一-80万10%,"6800, 7400, 10200",1-4类,有变化,当前在保
合肥博众人力资源有限责任公司,易康项目-雇主责任险-方案三-100万10%取消交通限额,"6800, 7400, 10200",1-4类,有变化,当前在保
合肥博众人力资源有限责任公司,易康项目-雇主责任险-方案三-100万10%取消交通限额,"6800, 7400, 10200",1-4类,有变化,当前在保
合肥博众人力资源有限责任公司,易康项目-雇主责任险-方案三-100万10%取消交通限额,"6800, 7400, 10200",1-4类,有变化,当前在保
淮安新动力人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5400, 5500, 5625, 8100",1-4类,有变化,不在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4700, 5170, 5700, 6270",1-4类,有变化,当前在保
温州立仁企业服务外包有限公司,易久保-雇主责任险-方案一-30万5%,"4500, 5400",1-4类,有变化,当前在保
台州市赢合人力资源有限公司,易久保-雇主责任险-方案一-30万5%,"1500, 2000",1-4类,有变化,当前在保
台州市赢合人力资源有限公司,易久保-雇主责任险-方案一-30万5%,"1500, 2000",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4700, 5170, 5700, 6270",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案三-100万10%,"4700, 5170, 5700, 6270",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案三-100万10%,"4700, 5170, 5700, 6270",1-4类,有变化,当前在保
安徽易保信息咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4700, 5170, 5700, 6270",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4700, 6580",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"1500, 1800",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案五-80万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"6000, 6600",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"1500, 1800",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易久保-雇主责任险-方案一-30万5%,"1500, 1800",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易久保-雇主责任险-方案一-30万5%,"1500, 1800",1-4类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4700, 6580",1-4类,有变化,当前在保
安徽仁徕人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4700, 6580",1-4类,有变化,当前在保
品才企业管理（泗县）有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 6750",1-4类,有变化,不在保
江西隆聘供应链管理有限公司,易久保-雇主责任险-方案一-30万5%,"1800, 2800",1-4类,有变化,当前在保
江西隆聘供应链管理有限公司,易久保-雇主责任险-方案一-30万5%,"1800, 2800",1-4类,有变化,当前在保
江西隆聘供应链管理有限公司,易久保-雇主责任险-方案一-30万5%,"1800, 2800",1-4类,有变化,当前在保
江西隆聘供应链管理有限公司,易久保-雇主责任险-方案一-30万5%,"1800, 2800",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"3000, 3600",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"3000, 3600",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易久保-雇主责任险-方案一-30万5%,"3000, 3600",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易久保-雇主责任险-方案一-30万5%,"3000, 3600",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3600",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3600",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"1500, 1800",1-4类,有变化,当前在保
周口市逸鑫人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"1500, 1800",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"6000, 6600",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案五-80万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"3150, 3465, 3500",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案二-30万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易康项目-雇主责任险-方案五-80万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 4950",1-4类,有变化,当前在保
呈信企业服务（宁波）有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 4950",1-4类,有变化,当前在保
上海良储盛利捷餐饮管理有限公司,雇主责任险-方案 A 30万保额,"1500, 1800, 2880",1-4类,有变化,当前在保
上海茂音实业有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
上海良储盛利捷餐饮管理有限公司,易康项目-雇主责任险-方案一-80万10%,"1500, 1800, 2880",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,"10000, 12000",5类,有变化,当前在保
上海张誉劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
上海张誉劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
上海张誉劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
上海张氏企业服务外包集团有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
上海张氏企业服务外包集团有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
上海张氏企业服务外包集团有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
上海张氏企业服务外包集团有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
江苏众联服务外包有限公司,易康项目-雇主责任险-方案三-100万10%取消交通限额,"6700, 7370",1-4类,有变化,当前在保
江苏众联服务外包有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"6700, 7370",1-4类,有变化,当前在保
江苏众联服务外包有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"6700, 7370",1-4类,有变化,当前在保
上海库卡劳务派遣有限公司淮安第一分公司,易久保-雇主责任险-方案一-30万5%,"3000, 3600",5类,有变化,不在保
上海库卡劳务派遣有限公司淮安第一分公司,易久保-雇主责任险-方案一-30万5%,"1500, 1800",1-4类,有变化,不在保
江苏众联服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,"6700, 7370",1-4类,有变化,当前在保
苏州米诺德智能科技有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 8100",1-4类,有变化,当前在保
苏州米诺德智能科技有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 8100",1-4类,有变化,当前在保
上海张誉劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
上海张誉劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
上海张誉劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,"4000, 5500",1-4类,有变化,当前在保
苏州煜磊企业管理有限公司,易康项目-雇主责任险-方案五-80万10%,"4200, 6300",1-4类,有变化,当前在保
苏州煜磊企业管理有限公司,易康项目-雇主责任险-方案五-80万10%,"4200, 6300",1-4类,有变化,当前在保
上海忆霖食品有限公司,易久保-雇主责任险-方案三-60万6%,"3600, 5220",1-4类,有变化,当前在保
上海忆霖食品有限公司,易久保-雇主责任险-方案三-60万6%,"3600, 5220",1-4类,有变化,当前在保
上海忆霖食品有限公司,易久保-雇主责任险-方案三-60万6%,"3600, 5220",1-4类,有变化,当前在保
上海忆霖食品有限公司,易久保-雇主责任险-方案三-60万6%,"3600, 5220",1-4类,有变化,当前在保
上海忆霖食品有限公司,新-方案C 60万保额,"3600, 5220",1-4类,有变化,当前在保
苏州煜磊企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 6300",1-4类,有变化,当前在保
上海得勤设施管理有限公司,易久保-雇主责任险-方案一-30万5%（50）,"2100, 2520",1-4类,有变化,当前在保
苏州煜磊企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4200, 6300",1-4类,有变化,当前在保
苏州煜磊企业管理有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,"4200, 6300",1-4类,有变化,当前在保
上海得勤设施管理有限公司,易久保-雇主责任险-方案一-30万5%（50）,"2100, 2520",1-4类,有变化,当前在保
上海得勤设施管理有限公司,易久保-雇主责任险-方案一-30万5%（50）,"2100, 2520",1-4类,有变化,当前在保
上海得勤设施管理有限公司,易久保-雇主责任险-方案一-30万5%（50）,"2100, 2520",1-4类,有变化,当前在保
